artifact_id,run_id,requirement_id,principle,source_row,requirement,backend,model,repetition,title,description,work_items,checks_passed,clarity_e1,completeness_e1,actionability_e1,testability_e1,faithfulness_e1,clarity_e2,completeness_e2,actionability_e2,testability_e2,faithfulness_e2,clarity,completeness,actionability,testability,faithfulness,overall,overall_e1,overall_e2
A087,ABL-F03__google__1,ABL-F03,Freedom & Autonomy,931,Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.,google,gemini-3.8-flash,1,Session Inactivity Duration and Unrestricted Access Hours,"As a registered user, I want my session information preserved during inactive periods and all e-store options available whenever I log in, so that I can complete activities without premature session termination or time-dependent feature restrictions.","[""Maintain registered user session information for at least 60 minutes of inactivity before prompting the user to log out."", ""Provide registered users with access to all e-store options regardless of what time they log in.""]",True,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A088,ABL-P02__openai__1,ABL-P02,Privacy,934,The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved. Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.,openai,gpt-5.6-terra,1,Secure Handling of Registered-User Information,"As a registered user, I want my transactions and personal information to be protected and processed according to my agreement, so that I can use the website without unauthorized disclosure or identity misuse.","[""Provide the highest degree of security for registered users."", ""Secure all transactions made through the website."", ""Secure sensitive information transmitted to and from the website."", ""Prevent identity theft and other security-related issues."", ""Avoid unauthorized transmission of users' sensitive information to third-party websites for reference."", ""Process user information on the basis of the user agreement."", ""Securely store all registered-user information in the central database.""]",True,5,5,5,4,5,5,5,4,3,5,5.0,5.0,4.5,3.5,5.0,4.6,4.8,4.4
A089,ABL-P02__google__2,ABL-P02,Privacy,934,The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved. Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.,google,gemini-3.8-flash,2,Registered User Data and Transaction Security,"As a registered user, I want my transactions, communications, and stored data to be secured and processed in accordance with my agreement, so that my sensitive information is protected against unauthorized exposure and identity theft.","[""Secure all transactions conducted on the website."", ""Secure all sensitive information transmitted to and from the website."", ""Securely store all registered user information within the central database."", ""Process user information strictly on the basis of the user agreement."", ""Prevent unauthorized transmission of sensitive user information to third-party websites for reference."", ""Resolve identity theft and other security-related issues affecting registered users.""]",True,5,4,5,4,5,5,4,4,3,5,5.0,4.0,4.5,3.5,5.0,4.4,4.6,4.2
A090,ABL-P02__anthropic__3,ABL-P02,Privacy,934,The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved. Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.,anthropic,claude-fable-5-1,3,Security of Registered User Information and Transactions,"As a registered user, I want my transactions and sensitive information to be secured by the website, so that my identity and data are protected from theft and misuse.","[""The website provides the highest degree of security to registered users."", ""All transactions made through the website are secured."", ""Sensitive information passed to and from the website is secured."", ""Identity theft and other security-related issues are addressed."", ""Unauthorized transmission of users' sensitive information to third-party websites for reference is prevented."", ""User information is processed only on the basis of the user agreement."", ""All information about registered users is securely stored in the central database.""]",True,5,5,5,4,5,5,5,4,3,5,5.0,5.0,4.5,3.5,5.0,4.6,4.8,4.4
A091,ABL-J03__openai__3,ABL-J03,Justice & Equity,367,The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.,openai,gpt-5.6-terra,3,Inclusive African-Themed Service Presentation,"As a website visitor, I want service pages to present an African identity inclusively, so that I can engage with the services and consider signing up.","[""The website shall convey an African feel without alienating non-African visitors."", ""Pages describing services shall use animation to attract users' attention and encourage sign-up.""]",True,4,5,4,3,5,4,4,3,2,5,4.0,4.5,3.5,2.5,5.0,3.9,4.2,3.6
A092,ABL-J02__anthropic__1,ABL-J02,Justice & Equity,1016,Systems identifies users with special need and has feature to inform terminal service provider of required help. Systems also need to be available to tract special need aids inside the Terminal.,anthropic,claude-fable-5-1,1,Support for Users with Special Needs,"As a user with special needs, I want the system to inform the terminal service provider of the help I require, so that the assistance I need can be provided.","[""The system identifies users with special needs."", ""The system provides a feature to inform the terminal service provider of the help required by a user with special needs."", ""The system supports tracking of special-needs aids inside the terminal.""]",True,5,5,5,5,5,5,5,4,4,5,5.0,5.0,4.5,4.5,5.0,4.8,5.0,4.6
A093,ABL-P03__google__1,ABL-P03,Privacy,995,"If the terminal interacts with smart vehicles, it must be in a way that does not compromise the safety of either party. There must be clear limits to what data is shared and what permissions the systems have for information exchange.",google,gemini-3.8-flash,1,Safe Smart Vehicle Interaction and Data Exchange Boundaries,"As a user, I want terminal interactions with smart vehicles to adhere to defined limits on data sharing and permissions, so that the safety of both parties is not compromised.","[""Ensure terminal interactions with smart vehicles do not compromise the safety of either party."", ""Define and enforce clear limits on the data shared during terminal and smart vehicle interactions."", ""Define and enforce clear limits on system permissions governing information exchange between the terminal and smart vehicles.""]",True,5,5,5,4,5,5,5,5,4,5,5.0,5.0,5.0,4.0,5.0,4.8,4.8,4.8
A094,ABL-P03__google__3,ABL-P03,Privacy,995,"If the terminal interacts with smart vehicles, it must be in a way that does not compromise the safety of either party. There must be clear limits to what data is shared and what permissions the systems have for information exchange.",google,gemini-3.8-flash,3,Safe Terminal Interaction with Smart Vehicles,"As a user, I want terminal interactions with smart vehicles to be governed by explicit data and permission boundaries, so that the safety of neither party is compromised during information exchange.","[""Ensure interactions between the terminal and smart vehicles do not compromise the safety of either party."", ""Define clear limits on the data shared between the terminal and smart vehicles."", ""Establish clear system permissions governing information exchange between the terminal and smart vehicles.""]",True,5,5,5,4,5,5,5,4,4,5,5.0,5.0,4.5,4.0,5.0,4.7,4.8,4.6
A095,ABL-T02__anthropic__1,ABL-T02,Transparency,1036,Data statements need to be available and also descriptions what services optional and how to opt—out on those need to be implanted. Description of what parts of the system are used by harbor official and cannot by opt-outed.,anthropic,claude-fable-5-1,1,Data Statements and Opt-Out Transparency,"As a user, I want data statements and descriptions of which services are optional and which system parts are mandatory, so that I can distinguish what I can opt out of and how to do so.","[""Data statements shall be made available to users."", ""Descriptions shall be provided identifying which services are optional and how users can opt out of them."", ""A description shall be provided of which parts of the system are used by harbor officials and cannot be opted out of.""]",True,5,5,5,5,5,5,5,4,3,5,5.0,5.0,4.5,4.0,5.0,4.7,5.0,4.4
A096,ABL-J03__google__2,ABL-J03,Justice & Equity,367,The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.,google,gemini-3.8-flash,2,Culturally Inclusive Website Presentation and Engagement,"As a user, I want the website to reflect an African aesthetic without alienating non-African audiences, so that the platform is culturally distinctive while remaining accessible and welcoming to diverse visitors.","[""Incorporate an African visual theme and feel throughout the website."", ""Ensure the design and content do not alienate or exclude non-African visitors."", ""Include animations on pages describing services to capture user attention and encourage sign-ups.""]",True,4,5,4,3,5,5,5,4,2,5,4.5,5.0,4.0,2.5,5.0,4.2,4.2,4.2
A097,ABL-J02__anthropic__3,ABL-J02,Justice & Equity,1016,Systems identifies users with special need and has feature to inform terminal service provider of required help. Systems also need to be available to tract special need aids inside the Terminal.,anthropic,claude-fable-5-1,3,Identification and Support of Users with Special Needs,"As a user with special needs, I want the system to identify me and inform the terminal service provider of the help I require, so that the provider can arrange that help.","[""The system shall identify users with special needs."", ""The system shall provide a feature that informs the terminal service provider of the help required by an identified user with special needs."", ""The system shall support tracking of special-needs aids inside the terminal.""]",True,5,5,5,5,5,5,5,5,4,5,5.0,5.0,5.0,4.5,5.0,4.9,5.0,4.8
A098,ABL-P02__google__3,ABL-P02,Privacy,934,The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved. Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.,google,gemini-3.8-flash,3,Registered User Data and Transaction Security,"As a registered user, I want the website to secure my transactions and personal data and process my information in accordance with our agreement, so that my sensitive information is protected from unauthorized disclosure and identity theft.","[""Secure all transactions conducted on the website."", ""Secure all sensitive information transmitted to and from the website."", ""Resolve identity theft and other security-related issues affecting registered users."", ""Prevent unauthorized transmission of users' sensitive information to third-party websites for reference."", ""Process user information strictly on the basis of the user agreement."", ""Securely store all registered user information in the central database.""]",True,5,4,5,4,5,5,4,4,3,5,5.0,4.0,4.5,3.5,5.0,4.4,4.6,4.2
A099,ABL-J02__anthropic__2,ABL-J02,Justice & Equity,1016,Systems identifies users with special need and has feature to inform terminal service provider of required help. Systems also need to be available to tract special need aids inside the Terminal.,anthropic,claude-fable-5-1,2,Support for Users with Special Needs,"As a passenger with special needs, I want the system to inform the terminal service provider of the assistance I require, so that the required help can be provided.","[""The system shall identify users with special needs."", ""The system shall provide a feature to inform the terminal service provider of the assistance required by a user with special needs."", ""The system shall be available to track special-need aids inside the terminal.""]",True,5,5,5,5,5,5,5,5,4,5,5.0,5.0,5.0,4.5,5.0,4.9,5.0,4.8
A100,ABL-P03__openai__3,ABL-P03,Privacy,995,"If the terminal interacts with smart vehicles, it must be in a way that does not compromise the safety of either party. There must be clear limits to what data is shared and what permissions the systems have for information exchange.",openai,gpt-5.6-terra,3,Safe and Bounded Smart-Vehicle Interaction,"As a terminal user, I want interactions with smart vehicles to maintain the safety of both the terminal and the vehicle, so that neither party is put at risk during information exchange.","[""When the terminal interacts with a smart vehicle, the interaction must not compromise the safety of either the terminal or the vehicle."", ""The system must define clear limits on the data shared between the terminal and smart vehicles."", ""The system must define clear permissions governing information exchange between the terminal and smart vehicles.""]",True,5,5,5,4,5,5,5,4,4,5,5.0,5.0,4.5,4.0,5.0,4.7,4.8,4.6
A101,ABL-J02__google__3,ABL-J02,Justice & Equity,1016,Systems identifies users with special need and has feature to inform terminal service provider of required help. Systems also need to be available to tract special need aids inside the Terminal.,google,gemini-3.8-flash,3,Special Needs Identification and Terminal Aid Tracking,"As a user with special needs, I want the system to identify my needs and inform the terminal service provider of my required help, so that the service provider can provide the necessary assistance.","[""Identify users who have special needs."", ""Notify the terminal service provider of the specific help required for identified users."", ""Track special need aids inside the terminal.""]",True,5,5,5,5,4,4,5,4,4,4,4.5,5.0,4.5,4.5,4.0,4.5,4.8,4.2
A102,ABL-J03__anthropic__3,ABL-J03,Justice & Equity,367,The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.,anthropic,claude-fable-5-1,3,Culturally Inclusive African Design,"As a user, I want the website to convey an African feel while remaining welcoming to non-Africans, so that I do not feel alienated regardless of my cultural background.","[""The website shall have an African feel in its design."", ""The African design shall not alienate non-African users."", ""Pages describing the services shall use animation to attract users' attention and encourage them to sign up.""]",True,4,5,4,3,5,5,5,4,2,5,4.5,5.0,4.0,2.5,5.0,4.2,4.2,4.2
A103,ABL-F02__openai__3,ABL-F02,Freedom & Autonomy,961,The product shall be available to players who understand English  Spanish and French. The product shall allow the user to select the language upon accessing the product.,openai,gpt-5.6-terra,3,Language Selection and Availability,"As a player, I want to select English, Spanish, or French when accessing the product, so that I can use it in a language I understand.","[""The product shall be available in English, Spanish, and French."", ""The product shall allow the user to select the language upon accessing the product.""]",True,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A104,ABL-P03__openai__2,ABL-P03,Privacy,995,"If the terminal interacts with smart vehicles, it must be in a way that does not compromise the safety of either party. There must be clear limits to what data is shared and what permissions the systems have for information exchange.",openai,gpt-5.6-terra,2,Safe Smart-Vehicle Interaction Boundaries,"As a user, I want terminal interactions with smart vehicles to have defined data-sharing and information-exchange permission limits, so that I can understand the boundaries of those interactions.","[""Interactions between the terminal and smart vehicles must not compromise the safety of either party."", ""Clear limits must be defined for the data shared between the terminal and smart vehicles."", ""Clear limits must be defined for the permissions each system has to exchange information.""]",True,5,5,5,4,5,5,5,4,4,5,5.0,5.0,4.5,4.0,5.0,4.7,4.8,4.6
A105,ABL-T01__google__3,ABL-T01,Transparency,975,Data information policy is communicated at the service app/web page. Procedures in place for GDPR compliance and required steps are planned for example huge amount of user data request. For example redirection of resources or waiting times are clearly communicated.,google,gemini-3.8-flash,3,Data Information Policy and GDPR Request Communication,"As a user, I want data information policies and request-handling procedures communicated on the service app and website, so that I understand data governance practices and what to expect during data requests.","[""Communicate the data information policy on the service application and website."", ""Establish procedures for GDPR compliance, including planned handling steps for high-volume user data requests."", ""Clearly communicate resource redirections or waiting times associated with processing large-scale data requests.""]",True,5,5,5,5,3,4,5,4,3,5,4.5,5.0,4.5,4.0,4.0,4.4,4.6,4.2
A106,ABL-F02__openai__2,ABL-F02,Freedom & Autonomy,961,The product shall be available to players who understand English  Spanish and French. The product shall allow the user to select the language upon accessing the product.,openai,gpt-5.6-terra,2,Language Selection Accessibility,"As a player, I want to select English, Spanish, or French when I access the product, so that I can use it in a language I understand.","[""The product shall be available in English, Spanish, and French."", ""The product shall allow users to select their language when accessing the product.""]",True,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A107,ABL-F03__google__3,ABL-F03,Freedom & Autonomy,931,Registered User must be able to maintain his/her session information for at least 60 minutes of inactive session before the system prompts him to log out of the system. The registered user must be provided with all the options of the E-store regardless of the time when he/she logs in.,google,gemini-3.8-flash,3,Session Inactivity Duration and Time-Independent Store Access,"As a registered user, I want my session preserved during periods of inactivity and access to all e-store features regardless of when I log in, so that I can conduct my activities without premature session loss or time-dependent functional restrictions.","[""Retain the registered user's session information for at least 60 minutes of inactive session before prompting the user to log out."", ""Provide the registered user with access to all e-store options regardless of the time they log in.""]",True,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A108,ABL-T01__google__1,ABL-T01,Transparency,975,Data information policy is communicated at the service app/web page. Procedures in place for GDPR compliance and required steps are planned for example huge amount of user data request. For example redirection of resources or waiting times are clearly communicated.,google,gemini-3.8-flash,1,Data Information Policy and GDPR Request Handling,"As a user, I want the data information policy and data request handling procedures communicated on the service application or web page, so that I understand how my data is managed and know what to expect during high-volume data requests.","[""The data information policy is communicated and accessible on the service application and web page."", ""Procedures and required steps are established for GDPR compliance, including protocols for handling large amounts of user data requests."", ""Information regarding waiting times and any redirection of resources is clearly communicated to users during data request processing.""]",True,5,5,5,5,3,4,5,4,3,5,4.5,5.0,4.5,4.0,4.0,4.4,4.6,4.2
